drug	disease	label
DB00635	C0040147	1
DB01250	C0014356	1
DB13500	C0346421	0
DB00128	C0238111	0
DB00405	C0035457	1
DB01349	C0024141	0
DB00622	C0023449	0
DB01029	C0242698	1
DB09068	C0002390	0
DB00446	C0025289	1
DB01050	C0002895	0
DB01219	C0022575	0
DB03017	C0702166	1
DB00178	C0020538	1
DB08936	C0014335	0
DB01101	C1527249	1
DB12478	C0030193	0
DB01262	C0002894	1
DB01351	C0042164	0
DB04880	C0025500	0
DB00026	C0409818	1
DB00545	C0175683	0
DB00264	C0020538	1
DB00680	C0002171	0
DB00022	C1540912	1
DB01222	C0079731	0
DB01049	C0497327	1
DB00136	C0035455	0
DB00575	C0236663	1
DB06401	C0011334	0
DB01349	C0018801	1
DB00132	C0020443	1
DB00060	C0025202	1
DB00575	C0031511	1
DB00200	C0002871	1
DB00872	C0001623	1
DB00959	C0021390	1
DB01050	C0149931	1
DB06272	C0023212	0
DB12248	C0034069	0
DB00396	C0014175	1
DB00435	C0020542	1
DB00940	C0017152	1
DB06218	C0346647	0
butorphanol-(+)-tartrate	C0021670	0
DB01220	C0270846	0
DB00976	C0011606	0
DB01068	C0035258	1
DB00242	C0079773	1
DB00588	C0015230	1
DB01483	C0036572	1
DB00531	C0948216	1
DB00316	C0010346	0
DB00035	C0019080	1
DB00364	C0001957	0
DB00809	C1565489	0
DB09054	C0032787	0
DB00942	C0018995	0
DB00181	C0010481	0
DB03904	C1384606	0
DB00092	C0033860	1
DB00211	C0595948	0
DB06287	C0026764	1
DB11757	C0013405	0
DB00946	C0040038	1
DB09228	C0002875	0
penfluridol	C0242488	0
DB00338	C0018834	1
DB00394	C0011881	0
DB00454	C0006114	0
DB00641	C0085631	0
DB00161	C0031485	1
DB00234	C0003492	0
DB01394	C0022661	0
DB09304	C0014544	1
DB00608	C0024138	1
DB00680	C0003811	1
DB04890	C0030590	0
DB00839	C0036337	0
hydrocortisone-phosphate	C0042963	1
DB00029	C0032285	0
DB01223	C0024115	1
DB00250	C0024141	0
DB00976	C0032285	1
DB01129	C0017181	1
DB00213	C0041582	1
DB00952	C0017612	0
DB00641	C0010068	1
DB00704	C0001973	1
DB01624	C0036341	1
DB09517	C0036920	0
DB01271	C0162836	0
DB01026	C1261473	0
DB01060	C0155862	1
DB01436	C0020626	1
DB12153	C0856727	0
DB01309	C2748055	1
DB01106	C2607914	1
DB11081	C0004114	0
DB09167	C0029443	0
DB09351	C0025294	0
DB00635	C0033860	1
DB01593	C0042345	1
DB06684	C1269683	1
DB00340	C0282193	0
DB00981	C0017601	1
DB00472	C0013415	0
DB01234	C0040147	1
DB00515	C0919267	1
DB04894	C0150055	0
DB03852	C0017574	1
DB00990	C1458155	1
DB01291	C0080274	0
DB01320	C0020481	0
DB07615	C0409959	0
DB00692	C0018133	0
DB05265	C0041582	1
DB06288	C0005586	1
DB05521	C0745103	0
DB00860	C0405580	1
DB00136	C0553580	0
DB09332	C0020503	0
DB00063	C0002965	1
DB00988	C0018802	1
DB00715	C0030319	1
DB00973	C0020445	1
DB00450	C0032019	0
DB01125	C0234974	0
DB00887	C0022661	1
DB00078	C0024894	0
DB00635	C0027726	1
DB09040	C0020481	0
DB00505	C0231528	0
DB00408	C0175683	0
DB00695	C0014553	0
DB00227	C0020473	1
DB00477	C0162565	1
DB06713	C0002453	1
DB07615	C0022548	1
DB00244	C0024115	0
DB00678	C0242698	1
DB06153	C1960397	0
DB00617	C0014544	1
DB00381	C0038454	1
DB00635	C0021390	1
DB00792	C0033774	1
DB00872	C0021141	1
DB00048	C1458155	0
DB01327	C2242472	1
DB01288	C0234974	0
bifemelane	C0041296	0
DB04846	C0013720	1
DB01593	C1960397	0
DB08888	C0020523	0
DB09265	C0020456	1
DB00757	C0042963	1
DB01193	C0020480	0
DB00876	C0011881	1
DB00806	C0042384	1
DB11988	C0020540	0
DB11742	C0262584	0
DB00441	C0022650	0
DB06605	C0004238	1
DB01005	C1540912	1
DB08816	C0040053	1
DB09006	C0020557	1
DB00860	C0021655	1
DB00729	C0013405	0
DB00366	C2607914	1
DB01173	C0027121	1
DB01352	C0020502	0
DB03793	C0006625	0
DB09526	C0031117	0
DB00022	C0037299	1
DB00985	C0027498	1
DB00223	C0036508	1
DB01558	C0149931	0
DB00347	C0014553	1
DB00825	C0036508	1
DB00975	C0011334	0
DB00834	C0004943	0
DB00531	C1458155	1
DB00580	C0022568	0
DB00858	C0178416	1
5-hydroxytryptophan	C0020545	0
DB05311	C0005967	0
DB00762	C0038356	1
DB00437	C0079731	0
DB08897	C0006625	0
DB00551	C1565489	0
DB00083	C0020640	0
DB00915	C0020481	0
DB00126	C0268483	1
DB01030	C0036690	0
DB01223	C0014867	0
DB00041	C0026764	1
DB01121	C0036572	1
DB00285	C0029443	0
DB09069	C0008312	0
DB01114	C0018621	1
DB08941	C0042373	1
DB04890	C0009763	1
DB00896	C0206686	0
deracoxib	C0026650	0
DB00513	C0005694	0
DB09040	C0040261	1
DB00875	C0036830	0
DB00122	C0005694	0
DB00170	C0042880	1
DB00916	C0011606	0
DB00549	C0004096	1
DB01184	C0021361	0
DB06413	C0027404	1
DB00033	C0026948	1
DB00008	C0036220	1
DB09331	C0020546	0
DB00572	C0031485	0
DB00620	C0003868	1
DB00273	C0014544	1
DB01839	C0027404	0
DB00768	C0559106	0
DB00550	C0154143	1
DB00033	C0398650	0
DB05266	C0007193	0
DB00873	C0022568	1
DB02709	C0007642	0
DB00910	C0020550	1
DB01577	C1263846	1
DB00620	C0001627	1
DB00191	C0751122	0
DB00310	C0027726	1
DB09034	C0012833	0
DB00533	C0024305	0
DB01396	C0003811	1
DB00635	C0002871	1
DB00434	C0016470	1
DB00390	C0036980	1
DB00480	C0007786	0
DB08801	C0013182	1
DB01401	C0034012	0
DB00331	C0025202	0
DB00521	C0017601	1
DB01050	C0013390	1
DB04878	C0020456	1
DB00722	C0027686	0
DB00838	C0024138	1
DB08808	C0278996	0
DB01241	C0010068	1
DB00585	C0030920	1
DB09371	C0021361	1
DB06655	C1565489	0
DB01260	C0011616	1
DB06271	C4048328	0
DB09270	C0003862	0
DB00433	C0042963	1
DB00835	C0035457	1
DB00379	C0011882	1
DB06372	C0042138	0
DB01125	C0027051	1
DB00421	C0001957	0
DB00366	C0042109	1
DB01193	C0017601	0
DB00013	C0042487	1
DB11059	C0017152	0
DB13996	C0028754	0
DB00666	C0026838	0
DB00737	C0027497	1
DB06774	C0003864	1
DB08873	C0002962	0
DB00388	C0017612	1
desoxycorticosterone-pivalate	C0010417	0
DB00443	C0013604	1
DB06718	C2242472	0
DB00180	C2607914	1
DB00209	C0268390	0
DB01071	C0018621	1
DB00987	C0023467	1
DB00648	C0001618	1
DB01203	C0020538	1
DB00655	C0028754	1
DB00983	C0021359	0
DB00968	C1527336	0
DB00350	C0020538	1
DB00052	C0001206	1
DB04840	C0342543	0
DB01380	C0029408	1
DB01234	C0024138	1
DB00095	C0376545	0
DB00221	C0042384	0
DB00831	C0038356	0
DB06654	C0020479	0
DB00977	C0025323	1
DB01620	C0042109	1
DB00448	C0018834	1
DB00169	C0029442	1
DB00906	C0014544	1
DB06716	C0038220	1
DB00178	C0015503	0
DB11994	C0162565	0
DB01090	C0023418	0
DB08983	C0040517	0
DB06643	C0029458	1
penfluridol	C0036341	1
DB00069	C0026764	1
DB00579	C0005695	0
DB01708	C0149745	1
DB00494	C0019151	0
DB00569	C0041408	0
DB00324	C0022073	1
DB00745	C0027404	1
DB12010	C0079731	1
DB01229	C0007131	1
DB00280	C0428974	0
DB00860	C0014356	1
DB09481	C0151723	1
DB01003	C0009324	1
DB00579	C0013274	0
DB00946	C0342384	0
DB08918	C0023267	0
DB01157	C0007102	1
DB00860	C0004364	1
DB00253	C0013182	1
DB00227	C1861172	0
DB01026	C0008533	0
DB06317	C0026764	1
DB00014	C0039483	0
DB01396	C0011334	0
DB00688	C1961099	0
DB00929	C0018621	0
DB00195	C0017601	1
DB06756	C0038356	0
DB08890	C0036202	0
DB09517	C0002871	1
DB00713	C0009324	0
DB00960	C0013604	1
DB08904	C0003872	1
DB01085	C0043352	1
DB00048	C0271650	0
DB06819	C0154143	0
DB04216	C0150055	0
DB08931	C0020542	1
DB00289	C0011644	0
DB00889	C0022548	0
DB00341	C2607914	1
DB00167	C0079773	0
DB00204	C0003811	1
DB08799	C0010200	0
DB00541	C0035412	1
DB00603	C0023480	0
DB00987	C0020179	0
DB01117	C0033860	0
DB14061	C0036421	0
DB00313	C0031069	0
ephedrine-(racemic)	C0028754	1
DB11660	C0017601	1
DB00122	C0020473	1
DB01250	C0003872	0
DB01619	C0751362	0
amtolmetin-guacil	C0003873	1
DB00254	C0151714	0
DB00678	C0007131	0
DB06589	C1261473	1
DB00894	C0238462	0
DB01744	C0085129	0
DB04854	C0005424	0
DB00755	C0007117	1
DB01062	C0085606	1
cyclosporin-a	C0013421	0
DB00177	C0029134	0
DB08800	C0012739	0
DB00535	C0029927	0
DB01114	C0035455	1
DB06711	C0042023	0
DB00280	C0085612	1
DB00830	C0030848	0
DB00320	C0004604	0
DB04931	C0031485	0
DB00133	C0017612	1
DB00804	C0020757	0
DB01105	C0022548	0
DB00070	C0042909	1
DB00678	C0011881	1
DB00420	C0036341	1
DB04865	C0014836	0
DB01270	C0005586	0
carazolol	C0238198	0
DB00809	C0022116	0
DB01194	C0221023	0
DB00308	C0342907	0
DB00008	C0026764	1
DB00741	C0020517	1
DB00959	C0010346	1
DB00471	C0022650	0
DB01106	C0009763	1
DB08818	C0019243	0
DB06401	C0029456	1
methylprednisolone-aceponate	C0029408	1
DB01234	C0405580	1
DB00835	C0343065	1
DB01378	C0024419	0
DB00373	C0017612	1
DB01403	C0027497	1
DB00246	C0948216	0
DB00851	C0016057	1
DB00858	C1260899	1
DB00527	C0017668	0
DB00662	C0428977	0
DB08894	C0234533	0
DB09223	C0036341	1
DB01267	C0026987	0
DB00629	C0021051	0
DB00894	C1458155	1
DB06713	C0017601	0
DB00627	C0021051	0
DB01075	C0021603	1
DB00302	C0014175	1
DB01599	C0020443	1
DB01260	C0011615	1
DB00635	C0005138	1
DB00153	C0042842	1
DB06718	C0019243	1
DB00318	C0027424	1
DB06204	C2930898	0
DB01656	C2316212	0
DB00620	C0021390	1
DB00979	C0042373	0
DB00860	C0011615	1
DB00072	C0751753	0
DB00653	C0014173	0
DB09271	C0023212	0
DB00736	C0013295	1
DB01129	C0027662	1
DB00434	C0009763	1
DB00585	C0017168	1
DB00469	C0038013	1
DB00087	C0042842	0
melevodopa	C0018681	0
DB01176	C0206686	0
DB00741	C0017563	1
DB01260	C0015456	1
DB00509	C0041296	0
DB08897	C0022568	0
DB00959	C0036830	1
L-Arginine	C0018802	1
DB01233	C0011615	0
DB00428	C0027697	0
DB09526	C0005283	0
DB04115	C0014356	1
DB00245	C0015371	1
DB00515	C0039590	1
DB00067	C0268583	0
DB00123	C0014534	0
DB01088	C0026848	0
DB00341	C0018621	1
DB00439	C0020476	1
DB00641	C0003850	1
DB00036	C0040015	1
DB08890	C0009806	1
DB01238	C0151721	0
DB04575	C0271578	1
DB00860	C0011616	1
DB01001	C0024117	1
DB01380	C0023869	0
DB08918	C0015469	0
DB06809	C0026764	1
DB01248	C0678222	1
DB00343	C0002962	1
DB13996	C0020437	0
DB01244	C0002962	1
DB01438	C0013264	0
DB00946	C0027051	1
DB00275	C0018802	1
DB09351	C0028840	1
DB00882	C0040053	0
DB00734	C0270851	0
DB00142	C0014869	0
DB01303	C0010691	0
DB00131	C0040034	0
DB01092	C0007095	0
DB06766	C0003492	0
DB00016	C0023473	0
DB00498	C0001418	0
DB00501	C0221013	1
DB00580	C0003873	1
arsenic-trioxide	C0010417	0
DB01229	C0028840	1
DB01148	C0282488	1
DB00619	C0221013	1
DB00218	C1527249	0
DB00620	C0023449	1
DB00025	C0019080	1
DB11085	C0036508	1
DB00970	C0036220	1
ephedrine-(racemic)	C0020649	1
DB00819	C0017605	1
DB00005	C0025294	0
DB01003	C0042109	1
DB00498	C0034065	1
DB13500	C0221032	0
DB00424	C0030920	1
DB00017	C0020598	0
DB11994	C0027662	0
DB06713	C0006142	1
DB04572	C1140680	1
DB08906	C2607914	1
DB00480	C0020217	0
DB00434	C0018621	1
DB01271	C0032227	0
silibinin	C0023890	1
DB00246	C0036341	1
DB00148	C0162429	1
DB00145	C0027424	1
DB00866	C0023418	0
DB00945	C0231528	1
DB00501	C0017168	1
DB06775	C0001430	0
DB01005	C0032463	1
DB08883	C0746102	0
DB00928	C0002894	1
DB00976	C0006413	0
DB00918	C0020544	0
DB08984	C0003862	1
DB02300	C0042384	0
DB01115	C0003469	0
DB00063	C0027051	1
DB06264	C0027819	0
DB00284	C0745103	0
DB00916	C0007570	0
DB00748	C0042109	1
DB00437	C0079744	0
DB01708	C0029456	1
DB00242	C0026769	1
DB01174	C0234533	1
DB01410	C0035457	1
DB09230	C0079744	0
DB01041	C0014742	1
DB00007	C0042133	1
DB01327	C0008311	1
DB00328	C0018099	1
DB00036	C0019080	1
DB08799	C0847614	1
sodium-salicylate	C1458155	0
DB00455	C0035457	1
DB00427	C0026987	0
DB00726	C0011581	1
DB01309	C0003469	0
DB01222	C0019080	0
DB00977	C0004153	0
DB00620	C0027819	0
DB06825	C0017638	0
DB00621	C0080274	0
DB00280	C0559106	1
DB00731	C0027497	0
DB03904	C0221260	1
DB00942	C0022660	0
DB00939	C0006267	0
DB00051	C0010346	1
DB00871	C0022876	1
DB08835	C0040038	0
DB04878	C0011860	1
DB00835	C0018621	1
DB00916	C0006105	1
DB08922	C0036341	1
DB00841	C0018802	1
DB04552	C0003862	1
DB06663	C0010481	1
DB01242	C0040479	0
DB00569	C0017181	0
fluocinolone-acetonide	C0451641	0
DB00600	C0022104	0
DB00924	C0242973	0
DB01018	C0032019	0
DB06290	C0020625	0
DB05265	C0042847	0
gentamycin	C0017638	0
DB00564	C0040997	1
DB01032	C0018099	1
DB08820	C0010674	1
DB08918	C0036220	0
DB09030	C0149745	0
DB00100	C0015503	1
DB01158	C0041296	0
DB00029	C0019156	0
DB00397	C0018621	1
thiostrepton	C0024894	1
DB00959	C0011615	1
DB11753	C0036421	0
DB00619	C0023472	1
DB00459	C0042514	0
DB00770	C0025149	0
DB00443	C0003868	1
DB00457	C0034734	1
DB00173	C0028738	0
DB03017	C1260899	0
DB09109	C2930898	0
DB01032	C0036323	0
DB09109	C0019080	1
DB00542	C0041582	0
aminopentamide	C0014556	0
DB01616	C0751362	0
sodium-salicylate	C0220756	0
DB00280	C0004238	1
DB11136	C0027819	0
DB01380	C0003872	1
DB00635	C1260899	1
DB00794	C0234974	1
DB00082	C2267227	0
DB00596	C0011616	1
DB00571	C0003811	1
DB01576	C0024437	0
DB00938	C0019054	0
DB00960	C0020538	1
DB00489	C0003811	1
DB04868	C0023418	1
DB01104	C0030319	1
zotarolimus	C0236964	0
DB00792	C0343065	1
DB00555	C0494475	1
DB00876	C0242973	0
DB09310	C0020459	0
DB01324	C0022661	1
DB00758	C0017563	0
DB00489	C0042510	1
DB09462	C0009806	1
DB00675	C0018099	0
DB00770	C0003492	1
DB00950	C0002888	0
L-Citrulline	C0010054	0
DB00591	C0036508	1
DB01248	C0007131	1
DB09223	C0010308	0
DB05271	C2316212	0
DB00419	C0020517	1
mofezolac	C0029456	1
DB00669	C0011334	0
DB00273	C0042164	0
DB00117	C0003873	1
DB06719	C0021361	1
DB00097	C0030590	0
DB00463	C0025202	0
DB00255	C0027708	0
DB00425	C0409959	0
thiram	C0920350	0
DB00033	C0037299	1
DB08907	C0746102	0
DB08860	C0020473	1
DB01193	C0003811	1
DB09143	C0007117	1
DB06201	C0085606	0
DB08932	C1800706	1
DB00477	C0036341	1
DB00370	C1269683	1
DB01076	C0003850	1
DB00839	C0023267	0
DB00316	C0030193	1
DB09070	C0035335	0
DB00443	C0020545	0
hyaluronic-acid	C0022660	0
DB00060	C0026764	1
DB00563	C0033860	1
DB01380	C0022073	1
DB00022	C0036220	1
DB00920	C0035585	0
DB03619	C0023481	0
strontium-ranelate	C0020437	0
ACT-132577	C0151740	0
DB02638	C0020546	0
DB00307	C0079773	1
DB01220	C0020517	0
DB13345	C0031154	0
DB01200	C0001206	1
DB00770	C0039685	1
DB00852	C0027424	1
DB01138	C0024031	0
DB01095	C0022354	0
DB06605	C0149871	1
DB00714	C0027697	0
DB00130	C0002874	0
DB01105	C0028754	1
DB01060	C0029882	1
DB00783	C0025323	1
DB00837	C0014544	1
DB00235	C0018802	1
DB00747	C0022104	1
DB01015	C0026709	0
DB01106	C0002395	0
DB04932	C0019156	1
DB00657	C0020538	1
DB01250	C0043352	0
DB00585	C0041582	1
DB06655	C0028754	1
DB07615	C0020517	1
DB00414	C0011860	1
DB00420	C0022104	0
DB00563	C0043202	0
DB01065	C0021603	1
DB01031	C0012833	0
DB01089	C0030569	0
DB06439	C0035220	1
DB00213	C0017168	1
DB00373	C0017601	1
DB01041	C0003873	1
DB00635	C0405580	1
DB06825	C0034013	1
DB00959	C0006114	1
DB05578	C0024790	0
DB00934	C0338908	1
DB00130	C0917801	1
DB01577	C0398623	0
DB00716	C0022548	0
DB00612	C0039240	1
DB00174	C0079773	0
DB00585	C0042373	0
DB00351	C0678222	1
DB00749	C0031485	0
DB09283	C1956346	1
DB00261	C0311277	0
DB00105	C0023470	1
DB00586	C0038013	1
DB06774	C0231528	1
cycloserine-(d)	C0032914	0
DB04898	C0038362	0
DB00591	C0005697	0
DB09401	C0002962	1
DB00917	C0042138	1
DB00563	C0014859	1
DB09067	C0270458	0
DB00020	C0010691	0
DB06603	C0154143	0
DB01255	C1263846	1
DB00749	C0034065	0
DB01204	C0751967	1
DB00201	C0026838	1
DB01200	C0038358	0
DB06210	C0040034	1
DB00252	C0149958	1
ethanolamine-oleate	C1328407	0
DB06650	C0017668	0
DB00762	C0024299	1
DB06441	C0040053	1
DB01108	C0013405	0
DB00795	C0014356	1
DB00230	C0334634	0
DB00977	C0751122	0
DB04967	C2748055	0
DB00775	C0878773	0
DB12082	C0021390	0
DB09279	C0021364	0
DB00936	C0870082	1
DB00498	C0004238	1
DB11656	C0023892	0
DB01219	C0024591	1
DB00357	C0025874	0
DB01136	C0018802	1
DB01186	C0022593	0
DB12248	C0040038	0
DB01171	C0003467	1
DB01068	C0238111	1
DB00009	C0040053	1
DB00982	C0023418	1
DB01109	C0409959	0
DB00331	C0011849	1
DB00418	C0021051	0
DB00337	C0085681	0
DB00040	C0002792	1
DB01698	C0751753	0
DB08883	C0014544	1
DB00816	C0008677	1
DB01234	C0002994	1
DB06290	C2930898	0
DB00531	C0023418	1
DB12153	C0036220	0
DB00762	C0020503	0
DB08906	C0019156	0
DB00557	C0221023	0
DB00531	C0026896	1
DB00741	C0010346	1
DB00860	C0023449	1
DB00656	C1269683	1
DB00652	C0033117	0
DB01367	C0002994	0
DB00623	C0018801	0
DB00387	C0242422	1
DB01380	C2607914	1
DB00741	C0015230	1
DB09244	C0079774	0
DB01399	C0029408	1
DB01626	C0000737	0
DB00627	C0001403	0
DB01698	C0009806	1
DB00357	C0346421	0
DB01029	C0019202	0
DB01062	C0005697	1
testosterone-enanthate	C0020649	0
DB08941	C0034734	1
DB01053	C0699791	0
DB06663	C0018916	0
clobetasone-butyrate	C0013595	1
DB00797	C0085605	0
DB00127	C1621958	0
DB01233	C0162316	0
DB01378	C0036983	0
DB08882	C0011860	1
DB00550	C0018021	1
DB00818	C0006118	0
DB01382	C0022593	0
DB01349	C1849508	0
DB00433	C0027498	1
DB06262	C0020437	0
DB00153	C0042870	1
DB00915	C0023869	0
DB00405	C0020651	0
DB09053	C0026769	0
DB00286	C0020619	1
DB00347	C0001403	0
DB04938	C0034067	0
DB01074	C0017668	0
DB09481	C0220994	0
DB01600	C0003868	0
DB00806	C0007786	1
DB13165	C0004153	0
DB01010	C0024790	0
DB00561	C0022650	0
DB01113	C0016470	0
DB09301	C0029408	1
DB00959	C0020517	1
DB00494	C0013384	1
DB08801	C0018621	1
DB04844	C0041948	0
DB13167	C0040028	0
DB00575	C0037036	1
DB00887	C0235480	0
DB09389	C0032227	0
DB00741	C0036830	1
DB01296	C0231528	1
DB00852	C0037199	1
DB06288	C0036341	1
DB00741	C0004364	1
DB00622	C0149725	0
DB00790	C0027051	1
DB00515	C0019829	1
DB06692	C0019080	1
DB00869	C0392784	0
DB00415	C0002888	0
DB00388	C0036983	1
DB00685	C0085682	0
DB00444	C0262584	1
DB00883	C1956346	1
DB00331	C0342527	0
DB01165	C0033581	1
DB01246	C2607914	1
DB01621	C0036341	1
DB00342	C0027424	0
DB00420	C0343065	1
DB00494	C0022876	0
DB00872	C0546817	1
clobetasone-butyrate	C0011603	1
DB00764	C0004096	1
DB00977	C0271578	1
psoralen	C0020459	0
DB00388	C0020649	1
DB06401	C0029458	1
DB01067	C0020456	1
DB00381	C0022660	0
DB06788	C0343065	0
DB00227	C0027051	1
DB00868	C0006105	0
DB01356	C0030193	1
DB00806	C0021775	1
DB00635	C0026769	1
DB00277	C0024115	1
DB00620	C0002880	1
DB00973	C0231528	0
DB00934	C0936215	0
DB00366	C0027424	1
DB01222	C0338908	0
DB01274	C0020540	0
DB00798	C2242472	1
DB01206	C0024305	1
DB00240	C0011603	1
DB00860	C0027726	1
DB00805	C0029134	0
DB00857	C0014556	0
DB00980	C0003862	0
DB00764	C0020517	1
DB00462	C0027424	1
DB04837	C0010200	1
DB00747	C0242350	0
DB06210	C0001430	0
DB00663	C0079773	1
DB00942	C0013384	1
DB09262	C0020550	0
DB00459	C0024523	0
DB00179	C0011884	0
DB01199	C0036202	0
DB09220	C0024899	0
DB01107	C0428977	0
DB00959	C0024301	1
DB09036	C0015469	0
DB00741	C0022073	1
DB00338	C0038358	1
DB06216	C0036341	1
DB00240	C0015456	1
DB00457	C0031511	1
DB06267	C0018790	0
DB00494	C1140680	0
DB01014	C0014356	1
DB00970	C0039590	1
DB06626	C0836924	0
DB04967	C0036323	1
DB00086	C0034065	1
DB00764	C0030578	0
DB08802	C1527304	1
DB00347	C0014544	1
DB00162	C0008677	0
DB00912	C0014474	0
DB06403	C2973725	1
DB00939	C0231528	1
amtolmetin-guacil	C0005697	0
DB00158	C0016412	1
DB09091	C0221032	0
DB00939	C0037930	0
DB00872	C0034065	0
DB00382	C0020456	0
DB00764	C2607914	1
DB05630	C0023470	0
DB00603	C0025874	1
DB06637	C0026961	0
DB01262	C0023467	1
DB01041	C0038363	1
DB01295	C0002875	0
DB00515	C0024305	1
DB00952	C0080274	0
DB00546	C0268579	0
DB02546	C0017601	0
DB01005	C0025202	1
zotarolimus	C0948480	1
DB00606	C0008489	0
DB00860	C0079773	1
DB01094	C0042164	0
DB01231	C1800706	0
DB01619	C0037274	0
DB01576	C0020474	0
DB01063	C0020474	0
DB06413	C0003864	0
DB00433	C0020443	0
DB00995	C0000744	0
DB00993	C0018995	0
DB00441	C0033860	0
DB01183	C0040147	0
DB01068	C0036572	1
DB08860	C0002888	0
DB01195	C0085612	1
DB01611	C0003873	1
DB00158	C0002871	1
DB09140	C0032285	1
DB01076	C0020474	1
DB00797	C0007820	1
DB00242	C0023443	1
DB00308	C0028768	0
DB00290	C0079744	1
DB05332	C0021655	0
DB01033	C0023434	1
DB09371	C0342543	0
DB00692	C0021308	1
DB01620	C0033774	1
DB01353	C0010054	0
DB01017	C0029396	0
DB09090	C0221023	0
DB00316	C0013390	1
DB00852	C2607914	1
DB00860	C0015230	1
DB00390	C0039240	1
DB01097	C0003872	1
DB01049	C0027627	0
DB00860	C0005138	1
DB00860	C0039483	1
DB12082	C0018802	1
DB00864	C0013421	0
DB00320	C0149931	1
DB00262	C0079744	1
DB00674	C0042384	0
DB01392	C0020635	0
DB00934	C0013415	1
DB01045	C0010200	0
DB03904	C0016470	0
DB00872	C0020676	1
DB01250	C0031485	0
DB01234	C0003868	1
DB01059	C0155862	1
DB00446	C0015967	1
DB01380	C0003868	1
DB13152	C0019069	1
DB08801	C0020621	0
DB08808	C0017601	1
DB09258	C0149871	1
DB00940	C0012739	0
DB01278	C0011849	1
DB00475	C0338908	1
DB00680	C0042514	1
DB00788	C0018681	1
DB12523	C0242350	0
DB09140	C0017612	0
DB00796	C0018802	1
DB00511	C0238198	0
sodium-salicylate	C0015397	0
DB00880	C0027726	1
DB00139	C0003850	0
DB00997	C0019829	1
DB00864	C0011615	1
DB01239	C1336708	0
DB01483	C0033578	0
DB06819	C0175683	1
DB14006	C0019080	0
DB00437	C0023418	1
DB01011	C0271650	0
DB01257	C0019054	1
DB00668	C0017612	1
DB01129	C0221013	1
DB00584	C0038160	0
DB00792	C0027424	1
DB01396	C0017531	0
DB00988	C0032914	0
DB00747	C0027424	1
DB09568	C0011334	0
DB11753	C0041296	1
DB01270	C0036983	0
DB00866	C0001618	0
DB00973	C0020473	1
DB01260	C0014877	0
DB00624	C0079744	0
DB00138	C0036980	0
DB00175	C0342384	0
DB09018	C0042963	1
DB00368	C0034067	1
DB00108	C2242472	0
flopropione	C0085096	0
DB00871	C0034067	1
falecalcitriol	C0020502	1
DB00492	C0220989	0
DB09033	C0040046	0
DB00531	C0024143	1
DB01059	C2242472	1
DB01181	C0024121	1
DB01079	C0022104	1
DB01065	C0007095	0
DB06413	C0038363	0
DB08802	C0268579	0
DB01295	C0020433	0
DB00404	C0041341	0
DB00810	C0015371	1
DB00784	C0030193	1
DB00949	C0238111	1
DB00287	C0017612	1
DB00514	C0034186	0
DB00834	C0011849	1
DB05351	C0017168	1
DB05266	C0004096	1
DB00181	C0020179	1
DB00627	C0149931	0
DB00987	C0024305	1
DB09389	C0030305	0
DB13152	C1384606	0
DB09059	C0027051	1
DB00938	C0024117	1
DB09204	C0018834	0
DB06775	C0038454	0
DB00360	C0751434	1
penfluridol	C0037299	0
DB09118	C1275126	0
DB00177	C0002893	0
DB01049	C0014121	0
DB04942	C0023418	1
DB06219	C0002893	0
DB11827	C0042109	0
DB09559	C0220989	0
DB12783	C0004352	0
dabigatran-etexilate	C0038454	1
DB00378	C0079584	0
DB00882	C0021359	1
DB01619	C0035457	1
DB00995	C0038525	0
DB00044	C0037769	0
DB00589	C0026709	0
DB00136	C0025149	0
DB04272	C0020517	1
cortisone	C0033860	1
DB01429	C0003811	1
DB00396	C0014173	1
DB00605	C0020546	0
DB12095	C0271650	0
DB00417	C0035412	0
DB00105	C0036220	1
DB00248	C0014836	0
DB01026	C0342731	0
DB09229	C0029463	0
DB01206	C0024121	1
DB00461	C0409959	0
DB01320	C0268583	0
DB00661	C0039240	1
DB01137	C1134719	0
DB00635	C0162565	0
DB08936	C0011860	0
DB00024	C0154143	0
DB00281	C0027796	1
DB01204	C0024299	1
DB01620	C0018621	1
DB06287	C0024299	1
DB00607	C0007642	1
DB00976	C0017205	0
DB06694	C0155862	0
DB01118	C0039240	1
DB00890	C0022650	0
DB01132	C0011860	1
DB04106	C0011849	0
DB00264	C0024143	0
DB00034	C0036920	1
DB06717	C0042963	1
DB01033	C0023487	1
DB06155	C0011860	1
DB06412	C0042875	0
adrenalone	C0151714	0
DB00489	C0887833	0
DB01181	C0311277	0
SN-38	C0702166	0
DB13217	C0231528	1
DB06786	C0015456	1
DB00261	C0027022	1
DB09078	C0206682	1
DB01070	C0029927	0
hydrocortisone-phosphate	C0011616	1
DB01244	C0238463	0
DB06228	C1861172	1
DB06689	C0006105	0
DB00808	C0205768	0
aceclidine	C0017601	1
DB00983	C0034067	1
DB00794	C0036572	1
DB11635	C0242422	0
DB01211	C0036920	0
DB00203	C0007193	0
DB06756	C0022575	0
meldonium	C0005283	0
DB00471	C0836924	0
DB00697	C0027121	1
DB00898	C0220983	0
DB01263	C0151744	0
DB00240	C0002453	0
DB00201	C2607914	1
DB00366	C0021603	1
DB01018	C0020538	1
