node	type
11336	protein
23061	protein
51538	protein
63943	protein
83451	protein
93349	protein
27430	protein
10055	protein
4151	protein
55138	protein
8650	protein
3338	protein
2491	protein
53944	protein
90381	protein
51550	protein
7584	protein
2781	protein
1876	protein
29767	protein
79159	protein
64927	protein
1666	protein
1662	protein
221960	protein
257629	protein
199221	protein
22	protein
10422	protein
3267	protein
55697	protein
80345	protein
10428	protein
54734	protein
26063	protein
260429	protein
5636	protein
221443	protein
8976	protein
23759	protein
3833	protein
440193	protein
200172	protein
79632	protein
83608	protein
159686	protein
11266	protein
8266	protein
55340	protein
22932	protein
57596	protein
83595	protein
84727	protein
54707	protein
9158	protein
65244	protein
114792	protein
55841	protein
55798	protein
6167	protein
25875	protein
84309	protein
23648	protein
10278	protein
91647	protein
79640	protein
84832	protein
8825	protein
27072	protein
23786	protein
79590	protein
151188	protein
79639	protein
55166	protein
4209	protein
11279	protein
1783	protein
2079	protein
58493	protein
10344	protein
26025	protein
55758	protein
57489	protein
22818	protein
92935	protein
201725	protein
203328	protein
79066	protein
8994	protein
64975	protein
10721	protein
64073	protein
10018	protein
80823	protein
79666	protein
55801	protein
3223	protein
8317	protein
59307	protein
11137	protein
79165	protein
10235	protein
4013	protein
64393	protein
9130	protein
22821	protein
64333	protein
23743	protein
6014	protein
26097	protein
28981	protein
26659	protein
79706	protein
84464	protein
115353	protein
85302	protein
84612	protein
83786	protein
993	protein
6880	protein
285315	protein
155038	protein
1632	protein
80896	protein
116540	protein
54494	protein
341032	protein
56986	protein
192670	protein
24140	protein
11066	protein
64419	protein
79364	protein
23580	protein
4152	protein
126789	protein
23595	protein
219833	protein
23194	protein
170261	protein
140699	protein
55852	protein
254427	protein
4857	protein
200424	protein
219983	protein
401505	protein
124411	protein
440452	protein
286343	protein
7965	protein
55778	protein
83759	protein
55114	protein
10049	protein
5720	protein
9140	protein
51699	protein
140576	protein
91612	protein
192286	protein
3217	protein
140459	protein
55679	protein
7802	protein
80125	protein
285203	protein
2036	protein
4212	protein
55094	protein
6123	protein
84303	protein
10237	protein
166336	protein
58191	protein
6242	protein
23471	protein
25911	protein
10742	protein
11201	protein
79958	protein
9991	protein
23059	protein
135114	protein
170062	protein
80210	protein
79618	protein
65265	protein
54457	protein
10362	protein
51444	protein
57464	protein
54814	protein
9098	protein
27296	protein
54946	protein
56853	protein
118427	protein
84077	protein
10464	protein
23708	protein
80152	protein
51116	protein
219333	protein
57107	protein
219541	protein
7326	protein
5721	protein
10423	protein
57456	protein
138065	protein
146722	protein
55863	protein
84266	protein
114793	protein
64098	protein
339184	protein
6732	protein
127428	protein
55707	protein
8609	protein
79077	protein
79637	protein
55052	protein
9450	protein
283229	protein
51122	protein
25949	protein
10880	protein
6818	protein
51239	protein
148523	protein
11218	protein
83873	protein
126248	protein
10245	protein
123920	protein
131601	protein
405754	protein
94101	protein
157556	protein
5536	protein
27095	protein
123263	protein
51534	protein
5507	protein
9514	protein
662	protein
50945	protein
5356	protein
79711	protein
27292	protein
79712	protein
84701	protein
51289	protein
255027	protein
5435	protein
8935	protein
172	protein
64577	protein
285600	protein
257203	protein
653145	protein
5129	protein
140730	protein
80764	protein
56905	protein
84892	protein
3658	protein
5098	protein
64781	protein
374666	protein
9467	protein
11129	protein
79140	protein
90203	protein
10578	protein
56141	protein
79982	protein
8689	protein
81627	protein
54960	protein
2960	protein
9399	protein
348487	protein
57763	protein
10923	protein
147685	protein
56521	protein
23151	protein
81035	protein
9701	protein
1238	protein
56097	protein
23682	protein
84542	protein
23057	protein
200576	protein
80207	protein
124599	protein
254887	protein
56001	protein
10653	protein
83448	protein
158399	protein
80196	protein
56676	protein
136895	protein
127540	protein
64168	protein
5967	protein
161931	protein
133690	protein
80094	protein
432	protein
60489	protein
9576	protein
25837	protein
54985	protein
6357	protein
81539	protein
6222	protein
91010	protein
5650	protein
7586	protein
53343	protein
9139	protein
55333	protein
3467	protein
57708	protein
375341	protein
112840	protein
57593	protein
121599	protein
6431	protein
91133	protein
65982	protein
55208	protein
117157	protein
150383	protein
137492	protein
55815	protein
9127	protein
92399	protein
57117	protein
10480	protein
11143	protein
2119	protein
147841	protein
55652	protein
79805	protein
3838	protein
27346	protein
92714	protein
338692	protein
55915	protein
83719	protein
10069	protein
168090	protein
10681	protein
5711	protein
220136	protein
8293	protein
121536	protein
128637	protein
372	protein
83861	protein
203260	protein
343035	protein
55757	protein
10098	protein
54495	protein
10776	protein
79977	protein
881	protein
728194	protein
140732	protein
80262	protein
79912	protein
126282	protein
49861	protein
26073	protein
55655	protein
55227	protein
25926	protein
83888	protein
25855	protein
51272	protein
84812	protein
1478	protein
55768	protein
54995	protein
55810	protein
26225	protein
338094	protein
79012	protein
200523	protein
4232	protein
55742	protein
51031	protein
5763	protein
84693	protein
400569	protein
3633	protein
84298	protein
127602	protein
2797	protein
64798	protein
10328	protein
27075	protein
11068	protein
26578	protein
51652	protein
130916	protein
10325	protein
5412	protein
25979	protein
23047	protein
83461	protein
11317	protein
84868	protein
6882	protein
26043	protein
28970	protein
493856	protein
158038	protein
8479	protein
80319	protein
26155	protein
64754	protein
9364	protein
23205	protein
64407	protein
63904	protein
10402	protein
55732	protein
161247	protein
116224	protein
9022	protein
55625	protein
56269	protein
64760	protein
9764	protein
84286	protein
92597	protein
54961	protein
493753	protein
246330	protein
84950	protein
26003	protein
80256	protein
2972	protein
6015	protein
112495	protein
5207	protein
10623	protein
55207	protein
51760	protein
79672	protein
4103	protein
284366	protein
84522	protein
51322	protein
9911	protein
9391	protein
10626	protein
3903	protein
79180	protein
55812	protein
79411	protein
420	protein
64770	protein
79828	protein
10762	protein
54097	protein
8926	protein
23381	protein
51300	protein
10736	protein
78990	protein
66005	protein
79017	protein
896	protein
10620	protein
122704	protein
100131816	protein
54959	protein
10201	protein
23612	protein
57658	protein
93627	protein
122651	protein
93408	protein
5042	protein
29883	protein
284076	protein
2769	protein
285282	protein
84190	protein
11313	protein
29765	protein
3080	protein
255394	protein
7627	protein
5529	protein
83442	protein
51545	protein
23139	protein
57687	protein
51001	protein
165631	protein
64787	protein
10912	protein
54801	protein
2835	protein
161514	protein
152195	protein
10072	protein
90843	protein
54872	protein
54575	protein
112487	protein
29083	protein
10076	protein
55471	protein
55090	protein
3268	protein
404203	protein
91445	protein
55026	protein
3449	protein
261726	protein
8665	protein
4440	protein
57404	protein
339416	protein
54981	protein
91775	protein
10866	protein
80777	protein
84129	protein
283349	protein
55347	protein
10541	protein
207063	protein
97	protein
346606	protein
202459	protein
51195	protein
9765	protein
55332	protein
79823	protein
10881	protein
84932	protein
5165	protein
5029	protein
375307	protein
91107	protein
10238	protein
474344	protein
5451	protein
494143	protein
64853	protein
51412	protein
56658	protein
146310	protein
57486	protein
10081	protein
221786	protein
2307	protein
79777	protein
55705	protein
9776	protein
10694	protein
93323	protein
28951	protein
146852	protein
132228	protein
51642	protein
3442	protein
93099	protein
80007	protein
9545	protein
161835	protein
4632	protein
51374	protein
90390	protein
339976	protein
3445	protein
80333	protein
27163	protein
11190	protein
27231	protein
54830	protein
139135	protein
79692	protein
6230	protein
51566	protein
8208	protein
255762	protein
3804	protein
400120	protein
286006	protein
84720	protein
9976	protein
56951	protein
92703	protein
54581	protein
23566	protein
284440	protein
1470	protein
10899	protein
92346	protein
9527	protein
51027	protein
2123	protein
84196	protein
85300	protein
84261	protein
163778	protein
83590	protein
131118	protein
51365	protein
440248	protein
8449	protein
5316	protein
79158	protein
60343	protein
254827	protein
3437	protein
10053	protein
84106	protein
11140	protein
54536	protein
51295	protein
83941	protein
23542	protein
81609	protein
54870	protein
6045	protein
54103	protein
55754	protein
6728	protein
100131997	protein
54033	protein
9084	protein
84946	protein
150681	protein
54984	protein
494514	protein
65988	protein
23029	protein
23144	protein
53616	protein
23481	protein
56970	protein
164668	protein
54555	protein
90649	protein
353149	protein
151126	protein
150353	protein
50855	protein
26156	protein
79098	protein
123970	protein
29942	protein
91801	protein
51077	protein
55629	protein
79974	protein
55668	protein
9437	protein
54762	protein
30815	protein
7589	protein
84277	protein
203523	protein
3068	protein
2838	protein
80128	protein
7060	protein
3221	protein
55843	protein
23023	protein
121274	protein
91289	protein
11104	protein
839	protein
8824	protein
122786	protein
51427	protein
83729	protein
170959	protein
168374	protein
33	protein
10220	protein
4189	protein
9053	protein
53833	protein
55700	protein
353274	protein
57505	protein
23466	protein
80781	protein
26586	protein
9653	protein
79810	protein
81890	protein
7107	protein
339977	protein
9856	protein
23769	protein
10211	protein
25825	protein
5645	protein
2963	protein
10431	protein
7392	protein
2817	protein
53358	protein
10418	protein
25981	protein
7159	protein
5653	protein
1271	protein
79594	protein
493861	protein
113655	protein
148327	protein
84219	protein
23212	protein
10607	protein
8131	protein
9447	protein
10202	protein
10391	protein
22980	protein
29906	protein
50808	protein
51213	protein
53822	protein
54926	protein
55608	protein
64860	protein
79078	protein
79085	protein
79589	protein
79836	protein
80169	protein
84795	protein
84872	protein
147746	protein
255631	protein
257144	protein
283212	protein
317762	protein
348303	protein
375133	protein
441150	protein
114898	protein
8533	protein
84078	protein
10920	protein
27152	protein
7775	protein
84321	protein
26234	protein
146540	protein
165545	protein
23619	protein
54815	protein
79875	protein
79797	protein
25820	protein
10488	protein
220686	protein
57130	protein
79415	protein
130940	protein
85479	protein
5552	protein
51162	protein
4241	protein
137392	protein
1412	protein
126961	protein
8330	protein
30001	protein
84859	protein
85465	protein
57018	protein
414927	protein
54544	protein
55274	protein
114034	protein
10200	protein
4666	protein
6811	protein
7572	protein
6606	protein
1104	protein
310	protein
9001	protein
100294114	protein
100294277	protein
53942	protein
100133763	protein
3635	protein
8372	protein
9360	protein
9500	protein
9802	protein
10169	protein
10865	protein
27287	protein
54819	protein
55093	protein
55796	protein
64094	protein
84528	protein
84970	protein
92906	protein
118738	protein
160418	protein
284194	protein
337972	protein
337974	protein
654346	protein
337879	protein
54510	protein
64744	protein
92345	protein
55342	protein
83640	protein
3837	protein
3661	protein
7913	protein
29924	protein
23677	protein
284252	protein
2060	protein
83741	protein
641371	protein
60678	protein
8726	protein
2139	protein
29855	protein
1173	protein
6879	protein
22905	protein
11059	protein
9513	protein
6857	protein
4284	protein
10553	protein
1082	protein
133746	protein
51147	protein
55728	protein
6760	protein
1045	protein
4605	protein
2874	protein
9794	protein
10474	protein
9325	protein
96764	protein
79753	protein
7709	protein
8945	protein
51434	protein
51433	protein
8881	protein
29882	protein
81620	protein
64100	protein
22933	protein
2975	protein
9330	protein
9328	protein
4661	protein
3276	protein
4801	protein
8061	protein
5079	protein
256646	protein
51043	protein
6659	protein
3233	protein
121441	protein
200186	protein
2959	protein
3150	protein
3151	protein
4110	protein
83855	protein
10579	protein
79884	protein
7629	protein
79035	protein
57332	protein
8115	protein
55154	protein
79726	protein
6155	protein
7186	protein
8888	protein
10811	protein
54442	protein
57047	protein
60485	protein
79803	protein
